,DateTime,baseline_grid_to_plant_kW,baseline_treatment_flow_m3_hr,flexible_grid_to_plant_kW,flexible_treatment_flow_m3_hr,electricity_TOU,electricity_demand1
0,2023-01-01 00:00:00,1744.019632034112,120.15,1770.6409381697574,121.49567878504341,0.05413,5.33
1,2023-01-01 00:15:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
2,2023-01-01 00:30:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
3,2023-01-01 00:45:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
4,2023-01-01 01:00:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
5,2023-01-01 01:15:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
6,2023-01-01 01:30:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
7,2023-01-01 01:45:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
8,2023-01-01 02:00:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
9,2023-01-01 02:15:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
10,2023-01-01 02:30:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
11,2023-01-01 02:45:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
12,2023-01-01 03:00:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
13,2023-01-01 03:15:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
14,2023-01-01 03:30:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
15,2023-01-01 03:45:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
16,2023-01-01 04:00:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
17,2023-01-01 04:15:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
18,2023-01-01 04:30:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
19,2023-01-01 04:45:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
20,2023-01-01 05:00:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
21,2023-01-01 05:15:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
22,2023-01-01 05:30:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
23,2023-01-01 05:45:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
24,2023-01-01 06:00:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
25,2023-01-01 06:15:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
26,2023-01-01 06:30:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
27,2023-01-01 06:45:00,1744.019632034112,120.15,1770.6409381697574,121.49567878504341,0.05413,5.33
28,2023-01-01 07:00:00,1744.019632034112,120.15,1770.6409381697574,121.49567878504341,0.05413,5.33
29,2023-01-01 07:15:00,1744.019632034112,120.15,1770.6409381697574,121.49567878504341,0.05413,5.33
30,2023-01-01 07:30:00,1744.019632034112,120.15,1770.6409381697574,121.49567878504341,0.05413,5.33
31,2023-01-01 07:45:00,1744.019632034112,120.15,1770.6409381697574,121.49567878504341,0.05413,5.33
32,2023-01-01 08:00:00,1744.019632034112,120.15,213.6,0.0,0.05413,5.33
33,2023-01-01 08:15:00,1744.019632034112,120.15,213.6,0.0,0.05413,5.33
34,2023-01-01 08:30:00,1744.019632034112,120.15,213.6,0.0,0.05413,5.33
35,2023-01-01 08:45:00,1744.019632034112,120.15,213.6,0.0,0.05413,5.33
36,2023-01-01 09:00:00,1744.019632034112,120.15,213.6,0.0,0.05413,5.33
37,2023-01-01 09:15:00,1744.019632034112,120.15,213.6,0.0,0.05413,5.33
38,2023-01-01 09:30:00,1744.019632034112,120.15,213.6,0.0,0.05413,5.33
39,2023-01-01 09:45:00,1744.019632034112,120.15,213.6,0.0,0.05413,5.33
40,2023-01-01 10:00:00,1744.019632034112,120.15,213.6,0.0,0.05413,5.33
41,2023-01-01 10:15:00,1744.019632034112,120.15,213.6,0.0,0.05413,5.33
42,2023-01-01 10:30:00,1744.019632034112,120.15,213.6,0.0,0.05413,5.33
43,2023-01-01 10:45:00,1744.019632034112,120.15,213.6,0.0,0.05413,5.33
44,2023-01-01 11:00:00,1744.019632034112,120.15,213.6,0.0,0.05413,5.33
45,2023-01-01 11:15:00,1744.019632034112,120.15,213.6,0.0,0.05413,5.33
46,2023-01-01 11:30:00,1744.019632034112,120.15,213.6,0.0,0.05413,5.33
47,2023-01-01 11:45:00,1744.019632034112,120.15,213.6,0.0,0.05413,5.33
48,2023-01-01 12:00:00,1744.019632034112,120.15,213.6,0.0,0.05413,5.33
49,2023-01-01 12:15:00,1744.019632034112,120.15,213.6,0.0,0.05413,5.33
50,2023-01-01 12:30:00,1744.019632034112,120.15,213.6,0.0,0.05413,5.33
51,2023-01-01 12:45:00,1744.019632034112,120.15,1277.0072704831234,0.0,0.05413,5.33
52,2023-01-01 13:00:00,1744.019632034112,120.15,1277.0072704831234,0.0,0.05413,5.33
53,2023-01-01 13:15:00,1744.019632034112,120.15,1770.6409381697574,121.49567878504341,0.05413,5.33
54,2023-01-01 13:30:00,1744.019632034112,120.15,1770.6409381697574,121.49567878504341,0.05413,5.33
55,2023-01-01 13:45:00,1744.019632034112,120.15,1770.6409381697574,121.49567878504341,0.05413,5.33
56,2023-01-01 14:00:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
57,2023-01-01 14:15:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
58,2023-01-01 14:30:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
59,2023-01-01 14:45:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
60,2023-01-01 15:00:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
61,2023-01-01 15:15:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
62,2023-01-01 15:30:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
63,2023-01-01 15:45:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
64,2023-01-01 16:00:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
65,2023-01-01 16:15:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
66,2023-01-01 16:30:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
67,2023-01-01 16:45:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
68,2023-01-01 17:00:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
69,2023-01-01 17:15:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
70,2023-01-01 17:30:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
71,2023-01-01 17:45:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
72,2023-01-01 18:00:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
73,2023-01-01 18:15:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
74,2023-01-01 18:30:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
75,2023-01-01 18:45:00,1744.019632034112,120.15,1770.6409381697574,121.49567878504341,0.05413,5.33
76,2023-01-01 19:00:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
77,2023-01-01 19:15:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
78,2023-01-01 19:30:00,1744.019632034112,120.15,1770.6409381697574,121.49567878504341,0.05413,5.33
79,2023-01-01 19:45:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
80,2023-01-01 20:00:00,1744.019632034112,120.15,1770.6409381697574,121.49567878504341,0.05413,5.33
81,2023-01-01 20:15:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
82,2023-01-01 20:30:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
83,2023-01-01 20:45:00,1744.019632034112,120.15,1770.6409381697574,121.49567878504341,0.05413,5.33
84,2023-01-01 21:00:00,1744.019632034112,120.15,1770.6409381697574,121.49567878504341,0.05413,5.33
85,2023-01-01 21:15:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
86,2023-01-01 21:30:00,1744.019632034112,120.15,1770.6409381697574,121.49567878504341,0.05413,5.33
87,2023-01-01 21:45:00,1744.019632034112,120.15,1770.6409381697574,121.49567878504341,0.05413,5.33
88,2023-01-01 22:00:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
89,2023-01-01 22:15:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
90,2023-01-01 22:30:00,1744.019632034112,120.15,1770.6409381697574,121.49567878504341,0.05413,5.33
91,2023-01-01 22:45:00,1744.019632034112,120.15,1770.6409381697574,121.49567878504341,0.05413,5.33
92,2023-01-01 23:00:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
93,2023-01-01 23:15:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
94,2023-01-01 23:30:00,1744.019632034112,120.15,1770.6409381697572,121.49567878504341,0.05413,5.33
95,2023-01-01 23:45:00,1744.019632034112,2.229437241480334e-40,1770.6409381697574,121.49567878504341,0.05413,5.33
